CRESTLINE SPECIALTY INSURANCE MANAGERS — DE-IDENTIFIED POLICY BORDEREAUX
Names and transaction-level dates removed; policy identifiers replaced; analytical fields preserved.
Program Year,Policy No.,Program,Line,State,TIV ($),Written Prem ($),Collected Prem ($),Earned Prem ($),Unearned Prem ($),Deductible ($)
2020,POL-002416,Crestline Homeowners Protection Program,HO,NV,"$440,000","$1,489","$1,489","$1,489",$0,"$1,000"
2020,POL-002417,Crestline Homeowners Protection Program,HO,FL,"$430,000","$1,052",$926,"$1,052",$0,"$1,000"
2020,POL-002418,Crestline Homeowners Protection Program,HO,AZ,"$380,000",$999,$999,$999,$0,"$5,000"
2020,POL-002419,Crestline Homeowners Protection Program,HO,AZ,"$355,000","$1,224","$1,224","$1,224",$0,"$1,000"
2020,POL-002420,Crestline Homeowners Protection Program,HO,CA,"$475,000","$1,155","$1,019","$1,155",$0,"$1,000"
2020,POL-002421,Crestline Homeowners Protection Program,HO,CA,"$240,000",$887,$887,$887,$0,"$2,500"
2020,POL-002422,Crestline Homeowners Protection Program,HO,FL,"$430,000","$1,084","$1,084","$1,084",$0,"$5,000"
2020,POL-002423,Crestline Homeowners Protection Program,HO,TX,"$405,000","$1,347","$1,347","$1,347",$0,"$2,500"
2020,POL-002424,Crestline Homeowners Protection Program,HO,FL,"$325,000","$1,446","$1,446","$1,446",$0,"$1,000"
2020,POL-002425,Crestline Homeowners Protection Program,HO,FL,"$275,000","$1,284","$1,284","$1,284",$0,"$1,000"
2020,POL-002426,Crestline Homeowners Protection Program,HO,FL,"$415,000","$1,212","$1,212","$1,212",$0,"$5,000"
2020,POL-002427,Crestline Homeowners Protection Program,HO,CA,"$375,000","$1,432","$1,432","$1,432",$0,"$5,000"
2020,POL-002428,Crestline Homeowners Protection Program,HO,CA,"$225,000","$1,422","$1,422","$1,422",$0,"$1,000"
2020,POL-002429,Crestline Homeowners Protection Program,HO,NV,"$555,000",$936,$936,$936,$0,"$5,000"
2020,POL-002430,Crestline Homeowners Protection Program,HO,CA,"$600,000","$1,083","$1,083","$1,083",$0,"$1,000"
2020,POL-002431,Crestline Homeowners Protection Program,HO,NV,"$300,000","$1,439","$1,303","$1,439",$0,"$1,000"
2020,POL-002432,Crestline Homeowners Protection Program,HO,CA,"$450,000",$946,$946,$946,$0,"$5,000"
2020,POL-002433,Crestline Homeowners Protection Program,HO,NV,"$205,000","$1,484","$1,484","$1,484",$0,"$5,000"
2020,POL-002434,Crestline Homeowners Protection Program,HO,TX,"$315,000","$1,465","$1,465","$1,465",$0,"$5,000"
2020,POL-003826,Crestline Inland Marine & Equipment Program,IM,CO,"$280,000","$1,637","$1,435","$1,637",$0,"$2,500"
2020,POL-003827,Crestline Inland Marine & Equipment Program,IM,TX,"$290,000","$1,113","$1,113","$1,113",$0,"$2,500"
2020,POL-003828,Crestline Inland Marine & Equipment Program,IM,CO,"$155,000","$1,598","$1,598","$1,598",$0,"$7,500"
2020,POL-003829,Crestline Inland Marine & Equipment Program,IM,NV,"$170,000","$1,126","$1,126","$1,126",$0,"$5,000"
2020,POL-003830,Crestline Inland Marine & Equipment Program,IM,CA,"$90,000","$1,463","$1,463","$1,463",$0,"$7,500"
2020,POL-003831,Crestline Inland Marine & Equipment Program,IM,AZ,"$355,000","$1,367","$1,367","$1,367",$0,"$2,500"
2020,POL-003832,Crestline Inland Marine & Equipment Program,IM,AZ,"$125,000","$1,454","$1,454","$1,454",$0,"$1,000"
2020,POL-003833,Crestline Inland Marine & Equipment Program,IM,CA,"$285,000","$1,005","$1,005","$1,005",$0,"$5,000"
2020,POL-003834,Crestline Inland Marine & Equipment Program,IM,CA,"$100,000","$1,532","$1,532","$1,532",$0,"$7,500"
2020,POL-003835,Crestline Inland Marine & Equipment Program,IM,NV,"$260,000","$1,390","$1,390","$1,390",$0,"$2,500"
2020,POL-003836,Crestline Inland Marine & Equipment Program,IM,AZ,"$125,000","$1,545","$1,545","$1,545",$0,"$7,500"
2020,POL-003837,Crestline Inland Marine & Equipment Program,IM,NV,"$230,000","$1,208","$1,208","$1,208",$0,"$1,000"
2020,POL-003838,Crestline Inland Marine & Equipment Program,IM,CA,"$275,000","$1,080","$1,080","$1,080",$0,"$2,500"
2020,POL-003839,Crestline Inland Marine & Equipment Program,IM,NV,"$325,000","$1,171","$1,171","$1,171",$0,"$1,000"
2020,POL-003840,Crestline Inland Marine & Equipment Program,IM,TX,"$100,000","$1,634","$1,634","$1,634",$0,"$1,000"
2020,POL-003841,Crestline Inland Marine & Equipment Program,IM,CA,"$195,000",$971,$821,$971,$0,"$5,000"
2020,POL-003842,Crestline Inland Marine & Equipment Program,IM,NV,"$215,000","$1,568","$1,568","$1,568",$0,"$5,000"
2020,POL-003843,Crestline Inland Marine & Equipment Program,IM,OR,"$195,000","$1,580","$1,580","$1,580",$0,"$2,500"
2020,POL-003844,Crestline Inland Marine & Equipment Program,IM,AZ,"$395,000","$1,576","$1,576","$1,576",$0,"$7,500"
2020,POL-003845,Crestline Inland Marine & Equipment Program,IM,CA,"$365,000","$1,507","$1,507","$1,507",$0,"$2,500"
2020,POL-003846,Crestline Inland Marine & Equipment Program,IM,CO,"$410,000","$1,647","$1,647","$1,647",$0,"$2,500"
2020,POL-003847,Crestline Inland Marine & Equipment Program,IM,CO,"$290,000","$1,533","$1,533","$1,533",$0,"$5,000"
2020,POL-003848,Crestline Inland Marine & Equipment Program,IM,CO,"$100,000","$1,014","$1,014","$1,014",$0,"$1,000"
2020,POL-003849,Crestline Inland Marine & Equipment Program,IM,AZ,"$345,000","$1,080","$1,080","$1,080",$0,"$5,000"
2020,POL-003850,Crestline Inland Marine & Equipment Program,IM,OR,"$345,000","$1,549","$1,549","$1,549",$0,"$7,500"
2020,POL-003851,Crestline Inland Marine & Equipment Program,IM,CA,"$85,000","$1,464","$1,464","$1,464",$0,"$2,500"
2020,POL-003852,Crestline Inland Marine & Equipment Program,IM,NV,"$95,000","$1,012","$1,012","$1,012",$0,"$1,000"
2020,POL-003853,Crestline Inland Marine & Equipment Program,IM,NV,"$140,000","$1,505","$1,505","$1,505",$0,"$2,500"
2020,POL-003854,Crestline Inland Marine & Equipment Program,IM,CO,"$210,000","$1,337","$1,337","$1,337",$0,"$7,500"
2020,POL-003855,Crestline Inland Marine & Equipment Program,IM,TX,"$340,000","$1,600","$1,600","$1,600",$0,"$5,000"
2020,POL-003856,Crestline Inland Marine & Equipment Program,IM,NV,"$80,000","$1,303","$1,303","$1,303",$0,"$2,500"
2020,POL-003857,Crestline Inland Marine & Equipment Program,IM,CA,"$260,000","$1,672","$1,672","$1,672",$0,"$1,000"
2020,POL-003858,Crestline Inland Marine & Equipment Program,IM,OR,"$115,000","$1,472","$1,316","$1,472",$0,"$1,000"
2020,POL-003859,Crestline Inland Marine & Equipment Program,IM,CA,"$230,000",$993,$820,$993,$0,"$5,000"
2020,POL-003860,Crestline Inland Marine & Equipment Program,IM,AZ,"$360,000","$1,458","$1,458","$1,458",$0,"$5,000"
2020,POL-003861,Crestline Inland Marine & Equipment Program,IM,CA,"$295,000","$1,733","$1,733","$1,733",$0,"$2,500"
2020,POL-003862,Crestline Inland Marine & Equipment Program,IM,NV,"$400,000",$968,$968,$968,$0,"$2,500"
2020,POL-003863,Crestline Inland Marine & Equipment Program,IM,TX,"$225,000","$1,068","$1,068","$1,068",$0,"$5,000"
2020,POL-003864,Crestline Inland Marine & Equipment Program,IM,CA,"$215,000","$1,233","$1,233","$1,233",$0,"$5,000"
2020,POL-003865,Crestline Inland Marine & Equipment Program,IM,CO,"$295,000","$1,254","$1,254","$1,254",$0,"$1,000"
2020,POL-003866,Crestline Inland Marine & Equipment Program,IM,CA,"$255,000","$1,040","$1,040","$1,040",$0,"$7,500"
2020,POL-003867,Crestline Inland Marine & Equipment Program,IM,NV,"$105,000","$1,688","$1,688","$1,688",$0,"$1,000"
2020,POL-003868,Crestline Inland Marine & Equipment Program,IM,OR,"$305,000","$1,470","$1,470","$1,470",$0,"$1,000"
2020,POL-003869,Crestline Inland Marine & Equipment Program,IM,CA,"$355,000","$1,557","$1,557","$1,557",$0,"$5,000"
2020,POL-003870,Crestline Inland Marine & Equipment Program,IM,OR,"$125,000","$1,158","$1,158","$1,158",$0,"$1,000"
2020,POL-003871,Crestline Inland Marine & Equipment Program,IM,TX,"$120,000","$1,016","$1,016","$1,016",$0,"$2,500"
2020,POL-003872,Crestline Inland Marine & Equipment Program,IM,TX,"$215,000","$1,606","$1,606","$1,606",$0,"$5,000"
2020,POL-003873,Crestline Inland Marine & Equipment Program,IM,NV,"$345,000","$1,434","$1,434","$1,434",$0,"$2,500"
2020,POL-003874,Crestline Inland Marine & Equipment Program,IM,CO,"$335,000","$1,414","$1,414","$1,414",$0,"$7,500"
2020,POL-003875,Crestline Inland Marine & Equipment Program,IM,CA,"$420,000","$1,333","$1,333","$1,333",$0,"$2,500"
2020,POL-003876,Crestline Inland Marine & Equipment Program,IM,CO,"$230,000","$1,345","$1,219","$1,345",$0,"$1,000"
2020,POL-003877,Crestline Inland Marine & Equipment Program,IM,CA,"$370,000","$1,685","$1,685","$1,685",$0,"$7,500"
2020,POL-003878,Crestline Inland Marine & Equipment Program,IM,AZ,"$205,000","$1,009","$1,009","$1,009",$0,"$2,500"
2020,POL-003879,Crestline Inland Marine & Equipment Program,IM,CO,"$205,000","$1,089","$1,089","$1,089",$0,"$5,000"
2020,POL-003880,Crestline Inland Marine & Equipment Program,IM,CA,"$110,000","$1,566","$1,566","$1,566",$0,"$5,000"
2020,POL-003881,Crestline Inland Marine & Equipment Program,IM,OR,"$400,000","$1,353","$1,353","$1,353",$0,"$1,000"
2020,POL-003882,Crestline Inland Marine & Equipment Program,IM,CO,"$385,000","$1,586","$1,586","$1,586",$0,"$1,000"
2020,POL-003883,Crestline Inland Marine & Equipment Program,IM,CA,"$175,000","$1,202","$1,202","$1,202",$0,"$7,500"
2020,POL-003884,Crestline Inland Marine & Equipment Program,IM,OR,"$290,000","$1,327","$1,327","$1,327",$0,"$7,500"
2020,POL-003885,Crestline Inland Marine & Equipment Program,IM,OR,"$235,000","$1,358","$1,358","$1,358",$0,"$7,500"
2020,POL-003886,Crestline Inland Marine & Equipment Program,IM,NV,"$155,000","$1,326","$1,326","$1,326",$0,"$5,000"
2020,POL-003887,Crestline Inland Marine & Equipment Program,IM,CA,"$380,000",$982,$982,$982,$0,"$2,500"
2020,POL-003888,Crestline Inland Marine & Equipment Program,IM,CA,"$235,000",$986,$986,$986,$0,"$5,000"
2020,POL-003889,Crestline Inland Marine & Equipment Program,IM,CA,"$170,000","$1,484","$1,484","$1,484",$0,"$1,000"
2020,POL-003890,Crestline Inland Marine & Equipment Program,IM,OR,"$235,000","$1,665","$1,665","$1,665",$0,"$2,500"
2020,POL-003891,Crestline Inland Marine & Equipment Program,IM,CA,"$375,000","$1,253","$1,253","$1,253",$0,"$7,500"
2020,POL-003892,Crestline Inland Marine & Equipment Program,IM,AZ,"$375,000","$1,463","$1,463","$1,463",$0,"$2,500"
2020,POL-003893,Crestline Inland Marine & Equipment Program,IM,OR,"$320,000","$1,019",$822,"$1,019",$0,"$7,500"
2020,POL-003894,Crestline Inland Marine & Equipment Program,IM,CO,"$170,000","$1,534","$1,534","$1,534",$0,"$2,500"
2020,POL-003895,Crestline Inland Marine & Equipment Program,IM,NV,"$355,000","$1,170","$1,170","$1,170",$0,"$2,500"
2020,POL-003896,Crestline Inland Marine & Equipment Program,IM,CO,"$270,000","$1,068","$1,068","$1,068",$0,"$2,500"
2020,POL-003897,Crestline Inland Marine & Equipment Program,IM,OR,"$90,000","$1,253","$1,050","$1,253",$0,"$5,000"
2020,POL-003898,Crestline Inland Marine & Equipment Program,IM,CA,"$140,000","$1,046","$1,046","$1,046",$0,"$7,500"
2020,POL-003899,Crestline Inland Marine & Equipment Program,IM,AZ,"$155,000","$1,282","$1,282","$1,282",$0,"$5,000"
2020,POL-003900,Crestline Inland Marine & Equipment Program,IM,CO,"$310,000","$1,594","$1,594","$1,594",$0,"$5,000"
2020,POL-003901,Crestline Inland Marine & Equipment Program,IM,NV,"$280,000","$1,362","$1,362","$1,362",$0,"$7,500"
2020,POL-003902,Crestline Inland Marine & Equipment Program,IM,OR,"$120,000","$1,750","$1,750","$1,750",$0,"$2,500"
2020,POL-003903,Crestline Inland Marine & Equipment Program,IM,CA,"$305,000","$1,246","$1,246","$1,246",$0,"$2,500"
2020,POL-003904,Crestline Inland Marine & Equipment Program,IM,NV,"$245,000",$986,$986,$986,$0,"$5,000"
2020,POL-003905,Crestline Inland Marine & Equipment Program,IM,AZ,"$220,000","$1,198","$1,198","$1,198",$0,"$2,500"
2020,POL-003906,Crestline Inland Marine & Equipment Program,IM,TX,"$345,000","$1,085","$1,085","$1,085",$0,"$1,000"
2020,POL-003907,Crestline Inland Marine & Equipment Program,IM,OR,"$330,000","$1,415","$1,415","$1,415",$0,"$2,500"
2020,POL-003908,Crestline Inland Marine & Equipment Program,IM,NV,"$310,000","$1,539","$1,539","$1,539",$0,"$7,500"
2020,POL-003909,Crestline Inland Marine & Equipment Program,IM,OR,"$140,000","$1,395","$1,395","$1,395",$0,"$7,500"
2020,POL-003910,Crestline Inland Marine & Equipment Program,IM,CO,"$125,000",$979,$979,$979,$0,"$2,500"
2020,POL-003911,Crestline Inland Marine & Equipment Program,IM,CA,"$105,000","$1,328","$1,328","$1,328",$0,"$7,500"
2020,POL-003912,Crestline Inland Marine & Equipment Program,IM,TX,"$420,000","$1,277","$1,277","$1,277",$0,"$1,000"
2020,POL-003913,Crestline Inland Marine & Equipment Program,IM,OR,"$120,000","$1,142","$1,142","$1,142",$0,"$5,000"
2020,POL-003914,Crestline Inland Marine & Equipment Program,IM,OR,"$175,000","$1,435","$1,435","$1,435",$0,"$2,500"
2020,POL-003915,Crestline Inland Marine & Equipment Program,IM,CA,"$410,000","$1,445","$1,445","$1,445",$0,"$1,000"
2020,POL-003916,Crestline Inland Marine & Equipment Program,IM,TX,"$415,000","$1,320","$1,320","$1,320",$0,"$5,000"
2020,POL-003917,Crestline Inland Marine & Equipment Program,IM,NV,"$310,000","$1,235","$1,235","$1,235",$0,"$5,000"
2020,POL-003918,Crestline Inland Marine & Equipment Program,IM,CA,"$315,000","$1,757","$1,757","$1,757",$0,"$7,500"
2020,POL-003919,Crestline Inland Marine & Equipment Program,IM,CA,"$395,000","$1,573","$1,573","$1,573",$0,"$5,000"
2020,POL-003920,Crestline Inland Marine & Equipment Program,IM,CO,"$340,000","$1,578","$1,406","$1,578",$0,"$7,500"
2020,POL-003921,Crestline Inland Marine & Equipment Program,IM,CO,"$375,000","$1,720","$1,720","$1,720",$0,"$1,000"
2020,POL-003922,Crestline Inland Marine & Equipment Program,IM,CO,"$355,000","$1,641","$1,641","$1,641",$0,"$5,000"
2020,POL-003923,Crestline Inland Marine & Equipment Program,IM,AZ,"$185,000","$1,373","$1,373","$1,373",$0,"$2,500"
2020,POL-003924,Crestline Inland Marine & Equipment Program,IM,CO,"$270,000","$1,049","$1,049","$1,049",$0,"$2,500"
2020,POL-003925,Crestline Inland Marine & Equipment Program,IM,AZ,"$135,000",$996,$996,$996,$0,"$1,000"
2020,POL-003926,Crestline Inland Marine & Equipment Program,IM,CO,"$165,000","$1,597","$1,597","$1,597",$0,"$1,000"
2020,POL-003927,Crestline Inland Marine & Equipment Program,IM,AZ,"$80,000","$1,702","$1,702","$1,702",$0,"$1,000"
2021,POL-000607,Crestline Dwelling Fire Program,DF,TX,"$165,000",$997,$997,$997,$0,"$1,000"
2021,POL-000608,Crestline Dwelling Fire Program,DF,AZ,"$520,000","$1,193","$1,193","$1,193",$0,"$5,000"
2021,POL-000609,Crestline Dwelling Fire Program,DF,CA,"$495,000","$1,304","$1,304","$1,304",$0,"$1,000"
2021,POL-000610,Crestline Dwelling Fire Program,DF,NV,"$235,000",$922,$922,$922,$0,"$2,500"
2021,POL-000611,Crestline Dwelling Fire Program,DF,TX,"$325,000","$1,180","$1,180","$1,180",$0,"$1,000"
2021,POL-000612,Crestline Dwelling Fire Program,DF,TX,"$420,000","$1,235","$1,235","$1,235",$0,"$2,500"
2021,POL-000613,Crestline Dwelling Fire Program,DF,CA,"$440,000","$1,073","$1,073","$1,073",$0,"$2,500"
2021,POL-000614,Crestline Dwelling Fire Program,DF,AZ,"$500,000",$914,$914,$914,$0,"$1,000"
2021,POL-000615,Crestline Dwelling Fire Program,DF,FL,"$395,000",$983,$983,$983,$0,"$2,500"
2021,POL-000616,Crestline Dwelling Fire Program,DF,AZ,"$255,000",$881,$881,$881,$0,"$5,000"
2021,POL-000617,Crestline Dwelling Fire Program,DF,NV,"$195,000","$1,303","$1,303","$1,303",$0,"$2,500"
2021,POL-000618,Crestline Dwelling Fire Program,DF,TX,"$495,000","$1,039","$1,039","$1,039",$0,"$2,500"
2021,POL-000619,Crestline Dwelling Fire Program,DF,GA,"$390,000","$1,016","$1,016","$1,016",$0,"$1,000"
2021,POL-000620,Crestline Dwelling Fire Program,DF,TX,"$265,000",$863,$863,$863,$0,"$1,000"
2021,POL-000621,Crestline Dwelling Fire Program,DF,TX,"$345,000","$1,511","$1,511","$1,511",$0,"$1,000"
2021,POL-000622,Crestline Dwelling Fire Program,DF,CA,"$415,000","$1,442","$1,442","$1,442",$0,"$1,000"
2021,POL-000623,Crestline Dwelling Fire Program,DF,CA,"$545,000","$1,058","$1,058","$1,058",$0,"$1,000"
2021,POL-000624,Crestline Dwelling Fire Program,DF,CA,"$465,000",$928,$928,$928,$0,"$5,000"
2021,POL-000625,Crestline Dwelling Fire Program,DF,FL,"$525,000","$1,109","$1,109","$1,109",$0,"$2,500"
2021,POL-000626,Crestline Dwelling Fire Program,DF,AZ,"$265,000","$1,191","$1,191","$1,191",$0,"$2,500"
2021,POL-000627,Crestline Dwelling Fire Program,DF,NV,"$545,000","$1,519","$1,519","$1,519",$0,"$2,500"
2021,POL-000628,Crestline Dwelling Fire Program,DF,FL,"$230,000",$895,$895,$895,$0,"$2,500"
2021,POL-000629,Crestline Dwelling Fire Program,DF,TX,"$490,000","$1,024","$1,024","$1,024",$0,"$5,000"
2021,POL-000630,Crestline Dwelling Fire Program,DF,AZ,"$560,000","$1,535","$1,535","$1,535",$0,"$5,000"
2021,POL-000631,Crestline Dwelling Fire Program,DF,FL,"$160,000",$996,$996,$996,$0,"$2,500"
2021,POL-000632,Crestline Dwelling Fire Program,DF,TX,"$480,000",$974,$974,$974,$0,"$1,000"
2021,POL-000633,Crestline Dwelling Fire Program,DF,NV,"$470,000","$1,006","$1,006","$1,006",$0,"$5,000"
2021,POL-000634,Crestline Dwelling Fire Program,DF,NV,"$415,000",$900,$900,$900,$0,"$2,500"
2021,POL-000635,Crestline Dwelling Fire Program,DF,NV,"$255,000","$1,162","$1,162","$1,162",$0,"$2,500"
2021,POL-000636,Crestline Dwelling Fire Program,DF,FL,"$330,000",$905,$905,$905,$0,"$2,500"
2021,POL-000637,Crestline Dwelling Fire Program,DF,FL,"$255,000",$929,$929,$929,$0,"$5,000"
2021,POL-000638,Crestline Dwelling Fire Program,DF,TX,"$210,000","$1,157","$1,157","$1,157",$0,"$1,000"
2021,POL-000639,Crestline Dwelling Fire Program,DF,CA,"$340,000","$1,390","$1,390","$1,390",$0,"$1,000"
2021,POL-000640,Crestline Dwelling Fire Program,DF,FL,"$395,000","$1,302","$1,302","$1,302",$0,"$1,000"
2021,POL-000641,Crestline Dwelling Fire Program,DF,GA,"$225,000",$949,$949,$949,$0,"$2,500"
2021,POL-000642,Crestline Dwelling Fire Program,DF,FL,"$380,000",$961,$961,$961,$0,"$1,000"
2021,POL-000643,Crestline Dwelling Fire Program,DF,TX,"$470,000",$838,$838,$838,$0,"$2,500"
2021,POL-000644,Crestline Dwelling Fire Program,DF,CA,"$215,000",$943,$943,$943,$0,"$5,000"
2021,POL-000645,Crestline Dwelling Fire Program,DF,GA,"$175,000",$894,$736,$894,$0,"$5,000"
2021,POL-000646,Crestline Dwelling Fire Program,DF,FL,"$485,000","$1,177","$1,043","$1,177",$0,"$1,000"
2021,POL-000647,Crestline Dwelling Fire Program,DF,CA,"$485,000","$1,411","$1,411","$1,411",$0,"$5,000"
2021,POL-000648,Crestline Dwelling Fire Program,DF,CA,"$360,000","$1,209","$1,209","$1,209",$0,"$2,500"
2021,POL-000649,Crestline Dwelling Fire Program,DF,GA,"$530,000",$958,$958,$958,$0,"$1,000"
2021,POL-000650,Crestline Dwelling Fire Program,DF,AZ,"$440,000","$1,274","$1,274","$1,274",$0,"$2,500"
2021,POL-000651,Crestline Dwelling Fire Program,DF,CA,"$515,000","$1,014","$1,014","$1,014",$0,"$1,000"
2021,POL-000652,Crestline Dwelling Fire Program,DF,GA,"$415,000","$1,489","$1,489","$1,489",$0,"$5,000"
2021,POL-000653,Crestline Dwelling Fire Program,DF,GA,"$280,000","$1,126","$1,126","$1,126",$0,"$5,000"
2021,POL-000654,Crestline Dwelling Fire Program,DF,AZ,"$410,000","$1,235","$1,235","$1,235",$0,"$1,000"
2021,POL-000655,Crestline Dwelling Fire Program,DF,TX,"$150,000","$1,070","$1,070","$1,070",$0,"$2,500"
2021,POL-000656,Crestline Dwelling Fire Program,DF,AZ,"$555,000","$1,417","$1,417","$1,417",$0,"$1,000"
2021,POL-000657,Crestline Dwelling Fire Program,DF,CA,"$250,000","$1,385","$1,385","$1,385",$0,"$1,000"
2021,POL-000658,Crestline Dwelling Fire Program,DF,CA,"$155,000","$1,316","$1,316","$1,316",$0,"$2,500"
2021,POL-000659,Crestline Dwelling Fire Program,DF,GA,"$500,000","$1,139","$1,139","$1,139",$0,"$1,000"
2021,POL-000660,Crestline Dwelling Fire Program,DF,FL,"$165,000","$1,366","$1,366","$1,366",$0,"$5,000"
2021,POL-000661,Crestline Dwelling Fire Program,DF,FL,"$385,000","$1,444","$1,444","$1,444",$0,"$1,000"
2021,POL-000662,Crestline Dwelling Fire Program,DF,AZ,"$210,000",$993,$993,$993,$0,"$5,000"
2021,POL-000663,Crestline Dwelling Fire Program,DF,TX,"$245,000","$1,412","$1,412","$1,412",$0,"$1,000"
2021,POL-000664,Crestline Dwelling Fire Program,DF,AZ,"$340,000","$1,001","$1,001","$1,001",$0,"$1,000"
2021,POL-000665,Crestline Dwelling Fire Program,DF,CA,"$415,000",$910,$910,$910,$0,"$1,000"
2021,POL-000666,Crestline Dwelling Fire Program,DF,NV,"$555,000","$1,194","$1,194","$1,194",$0,"$5,000"
2021,POL-000667,Crestline Dwelling Fire Program,DF,CA,"$210,000","$1,214","$1,214","$1,214",$0,"$5,000"
2021,POL-000668,Crestline Dwelling Fire Program,DF,AZ,"$515,000","$1,535","$1,535","$1,535",$0,"$1,000"
2021,POL-000669,Crestline Dwelling Fire Program,DF,CA,"$380,000","$1,118","$1,118","$1,118",$0,"$1,000"
2021,POL-000670,Crestline Dwelling Fire Program,DF,AZ,"$430,000","$1,069","$1,069","$1,069",$0,"$5,000"
2021,POL-000671,Crestline Dwelling Fire Program,DF,TX,"$210,000","$1,235","$1,235","$1,235",$0,"$1,000"
2021,POL-000672,Crestline Dwelling Fire Program,DF,NV,"$170,000","$1,148","$1,148","$1,148",$0,"$1,000"
2021,POL-000673,Crestline Dwelling Fire Program,DF,CA,"$365,000","$1,353","$1,353","$1,353",$0,"$2,500"
2021,POL-000674,Crestline Dwelling Fire Program,DF,CA,"$420,000","$1,178","$1,178","$1,178",$0,"$2,500"
2021,POL-000675,Crestline Dwelling Fire Program,DF,CA,"$470,000","$1,327","$1,327","$1,327",$0,"$1,000"
2021,POL-000676,Crestline Dwelling Fire Program,DF,CA,"$205,000","$1,215","$1,215","$1,215",$0,"$5,000"
2021,POL-000677,Crestline Dwelling Fire Program,DF,GA,"$545,000","$1,280","$1,280","$1,280",$0,"$2,500"
2021,POL-000678,Crestline Dwelling Fire Program,DF,AZ,"$370,000","$1,114","$1,114","$1,114",$0,"$2,500"
2021,POL-000679,Crestline Dwelling Fire Program,DF,GA,"$270,000","$1,487","$1,487","$1,487",$0,"$1,000"
2021,POL-000680,Crestline Dwelling Fire Program,DF,NV,"$565,000",$913,$913,$913,$0,"$5,000"
2021,POL-000681,Crestline Dwelling Fire Program,DF,CA,"$285,000","$1,168","$1,168","$1,168",$0,"$2,500"
2021,POL-000682,Crestline Dwelling Fire Program,DF,FL,"$195,000",$872,$872,$872,$0,"$5,000"
2021,POL-000683,Crestline Dwelling Fire Program,DF,TX,"$185,000","$1,440","$1,440","$1,440",$0,"$5,000"
2021,POL-000684,Crestline Dwelling Fire Program,DF,CA,"$270,000","$1,181","$1,181","$1,181",$0,"$2,500"
2021,POL-000685,Crestline Dwelling Fire Program,DF,NV,"$560,000","$1,468","$1,468","$1,468",$0,"$1,000"
2021,POL-000686,Crestline Dwelling Fire Program,DF,NV,"$150,000","$1,196","$1,196","$1,196",$0,"$1,000"
2021,POL-000687,Crestline Dwelling Fire Program,DF,TX,"$365,000","$1,402","$1,402","$1,402",$0,"$2,500"
2021,POL-000688,Crestline Dwelling Fire Program,DF,TX,"$560,000","$1,439","$1,439","$1,439",$0,"$5,000"
2021,POL-000689,Crestline Dwelling Fire Program,DF,NV,"$580,000",$839,$839,$839,$0,"$2,500"
2021,POL-000690,Crestline Dwelling Fire Program,DF,TX,"$175,000","$1,371","$1,371","$1,371",$0,"$1,000"
2021,POL-000691,Crestline Dwelling Fire Program,DF,NV,"$280,000","$1,095","$1,095","$1,095",$0,"$2,500"
2021,POL-000692,Crestline Dwelling Fire Program,DF,GA,"$165,000",$930,$930,$930,$0,"$5,000"
2021,POL-000693,Crestline Dwelling Fire Program,DF,CA,"$270,000","$1,296","$1,296","$1,296",$0,"$1,000"
2021,POL-000694,Crestline Dwelling Fire Program,DF,CA,"$265,000",$950,$950,$950,$0,"$5,000"
2021,POL-000695,Crestline Dwelling Fire Program,DF,FL,"$550,000",$987,$987,$987,$0,"$1,000"
2021,POL-000696,Crestline Dwelling Fire Program,DF,TX,"$340,000","$1,076","$1,076","$1,076",$0,"$1,000"
2021,POL-000697,Crestline Dwelling Fire Program,DF,GA,"$395,000","$1,307","$1,307","$1,307",$0,"$5,000"
2021,POL-000698,Crestline Dwelling Fire Program,DF,AZ,"$540,000",$890,$890,$890,$0,"$2,500"
2021,POL-000699,Crestline Dwelling Fire Program,DF,CA,"$440,000","$1,108","$1,108","$1,108",$0,"$5,000"
2021,POL-000700,Crestline Dwelling Fire Program,DF,TX,"$515,000","$1,448","$1,448","$1,448",$0,"$1,000"
2021,POL-000701,Crestline Dwelling Fire Program,DF,FL,"$380,000","$1,088","$1,088","$1,088",$0,"$1,000"
2021,POL-000702,Crestline Dwelling Fire Program,DF,CA,"$200,000","$1,380","$1,380","$1,380",$0,"$2,500"
2021,POL-000703,Crestline Dwelling Fire Program,DF,CA,"$405,000","$1,211","$1,211","$1,211",$0,"$1,000"
2021,POL-000704,Crestline Dwelling Fire Program,DF,FL,"$420,000","$1,146","$1,146","$1,146",$0,"$1,000"
2021,POL-000705,Crestline Dwelling Fire Program,DF,TX,"$410,000",$903,$724,$903,$0,"$5,000"
2021,POL-000706,Crestline Dwelling Fire Program,DF,CA,"$230,000","$1,016","$1,016","$1,016",$0,"$1,000"
2021,POL-000707,Crestline Dwelling Fire Program,DF,NV,"$450,000","$1,233","$1,233","$1,233",$0,"$1,000"
2021,POL-000708,Crestline Dwelling Fire Program,DF,GA,"$410,000","$1,348","$1,348","$1,348",$0,"$5,000"
2021,POL-000709,Crestline Dwelling Fire Program,DF,NV,"$490,000","$1,200","$1,200","$1,200",$0,"$5,000"
2021,POL-000710,Crestline Dwelling Fire Program,DF,CA,"$555,000","$1,375","$1,375","$1,375",$0,"$5,000"
